,,,SolarPV_01,BESS_01,AEL_01,PEMEL_01,HEMEL_01,H2Tank_01
period1,sc01,t6764, 0.000085787592 ,,,,,
period1,sc01,t6765, 0.000037014954 ,,,,,
period1,sc01,t6766, 0.000026781404 ,,,,,
period1,sc01,t6767, 0.000020684824 ,,,,,
period1,sc01,t6768, 0.000023515382 ,,,,,
period1,sc01,t6769, 0.000024604054 ,,,,,
period1,sc01,t6770, 0.000021555766 ,,,,,
period1,sc01,t6771, 0.000022862174 ,,,,,
period1,sc01,t6772, 0.000026345934 ,,,,,
period1,sc01,t6773, 0.0000522564 ,,,,,
period1,sc01,t6774, 0.000088182676 ,,,,,
period1,sc01,t6775, 0.000260193328 ,,,,,
period1,sc01,t6776, 0.57372302622 ,,,,,
period1,sc01,t6777, 4.9974886488 ,,,,,
period1,sc01,t6778, 10.238812194 ,,,,,
period1,sc01,t6779, 14.225355054 ,,,,,
period1,sc01,t6780, 16.054988814 ,,,,,
period1,sc01,t6781, 17.208725244 ,,,,,
period1,sc01,t6782, 16.77998106 ,,,,,
period1,sc01,t6783, 15.219160752 ,,,,,
period1,sc01,t6784, 12.15221298 ,,,,,
period1,sc01,t6785, 7.906302018 ,,,,,
period1,sc01,t6786, 3.192820374 ,,,,,
period1,sc01,t6787, 0.22286048598 ,,,,,
period1,sc01,t6788, 0.000056393366 ,,,,,
period1,sc01,t6789, 0.000031571576 ,,,,,
period1,sc01,t6790, 0.000023515382 ,,,,,
period1,sc01,t6791, 0.000022426704 ,,,,,
period1,sc01,t6792, 0.00002220897 ,,,,,
period1,sc01,t6793, 0.00002264444 ,,,,,
period1,sc01,t6794, 0.000024604054 ,,,,,
period1,sc01,t6795, 0.000022426704 ,,,,,
period1,sc01,t6796, 0.000024821794 ,,,,,
period1,sc01,t6797, 0.000027434612 ,,,,,
period1,sc01,t6798, 0.000050949992 ,,,,,
period1,sc01,t6799, 0.000155680528 ,,,,,
period1,sc01,t6800, 0.3398364396 ,,,,,
period1,sc01,t6801, 3.0854269392 ,,,,,
period1,sc01,t6802, 6.31045032 ,,,,,
period1,sc01,t6803, 8.645867262 ,,,,,
period1,sc01,t6804, 10.587074988 ,,,,,
period1,sc01,t6805, 12.079021356 ,,,,,
period1,sc01,t6806, 12.630078168 ,,,,,
period1,sc01,t6807, 11.26396521 ,,,,,
period1,sc01,t6808, 9.343869084 ,,,,,
period1,sc01,t6809, 6.31200495 ,,,,,
period1,sc01,t6810, 2.7018518916 ,,,,,
period1,sc01,t6811, 0.234977439 ,,,,,
period1,sc01,t6812, 0.00005574016 ,,,,,
period1,sc01,t6813, 0.000038103626 ,,,,,
period1,sc01,t6814, 0.000023733116 ,,,,,
period1,sc01,t6815, 0.000022426704 ,,,,,
period1,sc01,t6816, 0.000020249356 ,,,,,
period1,sc01,t6817, 0.00002133803 ,,,,,
period1,sc01,t6818, 0.000022426704 ,,,,,
period1,sc01,t6819, 0.00002133803 ,,,,,
period1,sc01,t6820, 0.000023733116 ,,,,,
period1,sc01,t6821, 0.000035273072 ,,,,,
period1,sc01,t6822, 0.000080126482 ,,,,,
period1,sc01,t6823, 0.000205977314 ,,,,,
period1,sc01,t6824, 0.36060182688 ,,,,,
period1,sc01,t6825, 3.4373933946 ,,,,,
period1,sc01,t6826, 6.665656674 ,,,,,
period1,sc01,t6827, 9.601094682 ,,,,,
period1,sc01,t6828, 12.095887116 ,,,,,
period1,sc01,t6829, 13.388795382 ,,,,,
period1,sc01,t6830, 14.173706124 ,,,,,
period1,sc01,t6831, 13.331169648 ,,,,,
period1,sc01,t6832, 11.006040684 ,,,,,
period1,sc01,t6833, 7.571900244 ,,,,,
period1,sc01,t6834, 3.3795128976 ,,,,,
period1,sc01,t6835, 0.25443641628 ,,,,,
period1,sc01,t6836, 0.000055304692 ,,,,,
period1,sc01,t6837, 0.00004006324 ,,,,,
period1,sc01,t6838, 0.000024168584 ,,,,,
period1,sc01,t6839, 0.00002264444 ,,,,,
period1,sc01,t6840, 0.000022862174 ,,,,,
period1,sc01,t6841, 0.000023515382 ,,,,,
period1,sc01,t6842, 0.000023079908 ,,,,,
period1,sc01,t6843, 0.000021991236 ,,,,,
period1,sc01,t6844, 0.000023733116 ,,,,,
period1,sc01,t6845, 0.000027652344 ,,,,,
period1,sc01,t6846, 0.000050296786 ,,,,,
period1,sc01,t6847, 0.000151108094 ,,,,,
period1,sc01,t6848, 0.16545682956 ,,,,,
period1,sc01,t6849, 2.740195026 ,,,,,
period1,sc01,t6850, 6.723968286 ,,,,,
period1,sc01,t6851, 10.311513918 ,,,,,
period1,sc01,t6852, 12.49826793 ,,,,,
period1,sc01,t6853, 13.114606056 ,,,,,
period1,sc01,t6854, 12.845772996 ,,,,,
period1,sc01,t6855, 11.69203005 ,,,,,
period1,sc01,t6856, 9.984911412 ,,,,,
period1,sc01,t6857, 7.118157912 ,,,,,
period1,sc01,t6858, 3.3258390432 ,,,,,
period1,sc01,t6859, 0.34749853446 ,,,,,
period1,sc01,t6860, 0.000070981612 ,,,,,
period1,sc01,t6861, 0.000039845506 ,,,,,
period1,sc01,t6862, 0.000025474996 ,,,,,
period1,sc01,t6863, 0.000023733116 ,,,,,
period1,sc01,t6864, 0.000024604054 ,,,,,
period1,sc01,t6865, 0.000022426704 ,,,,,
period1,sc01,t6866, 0.000024168584 ,,,,,
period1,sc01,t6867, 0.00002220897 ,,,,,
period1,sc01,t6868, 0.000028958754 ,,,,,
period1,sc01,t6869, 0.000056393366 ,,,,,
period1,sc01,t6870, 0.000099940366 ,,,,,
period1,sc01,t6871, 0.000264983502 ,,,,,
period1,sc01,t6872, 0.38656672608 ,,,,,
period1,sc01,t6873, 5.3196493608 ,,,,,
period1,sc01,t6874, 11.909749812 ,,,,,
period1,sc01,t6875, 16.444089978 ,,,,,
period1,sc01,t6876, 19.184572416 ,,,,,
period1,sc01,t6877, 20.700112554 ,,,,,
period1,sc01,t6878, 20.80062774 ,,,,,
period1,sc01,t6879, 19.60011531 ,,,,,
period1,sc01,t6880, 17.033516052 ,,,,,
period1,sc01,t6881, 12.864709416 ,,,,,
period1,sc01,t6882, 6.367063596 ,,,,,
period1,sc01,t6883, 0.57981742884 ,,,,,
period1,sc01,t6884, 0.000060748066 ,,,,,
period1,sc01,t6885, 0.000027434612 ,,,,,
period1,sc01,t6886, 0.000023079908 ,,,,,
period1,sc01,t6887, 0.000022862174 ,,,,,
period1,sc01,t6888, 0.000024604054 ,,,,,
period1,sc01,t6889, 0.000020902558 ,,,,,
period1,sc01,t6890, 0.000022426704 ,,,,,
period1,sc01,t6891, 0.000024821794 ,,,,,
period1,sc01,t6892, 0.000026563672 ,,,,,
period1,sc01,t6893, 0.000055304692 ,,,,,
period1,sc01,t6894, 0.00010211772 ,,,,,
period1,sc01,t6895, 0.000284797386 ,,,,,
period1,sc01,t6896, 0.6446937504 ,,,,,
period1,sc01,t6897, 7.436471244 ,,,,,
period1,sc01,t6898, 14.623019718 ,,,,,
period1,sc01,t6899, 18.849569694 ,,,,,
period1,sc01,t6900, 21.099377592 ,,,,,
period1,sc01,t6901, 21.622810362 ,,,,,
period1,sc01,t6902, 21.338293848 ,,,,,
period1,sc01,t6903, 20.073839184 ,,,,,
period1,sc01,t6904, 17.504640168 ,,,,,
period1,sc01,t6905, 13.312239762 ,,,,,
period1,sc01,t6906, 6.165889518 ,,,,,
period1,sc01,t6907, 0.44516574768 ,,,,,
period1,sc01,t6908, 0.000062054476 ,,,,,
period1,sc01,t6909, 0.000032442516 ,,,,,
period1,sc01,t6910, 0.000036361746 ,,,,,
period1,sc01,t6911, 0.000037232688 ,,,,,
period1,sc01,t6912, 0.000041151916 ,,,,,
period1,sc01,t6913, 0.00004006324 ,,,,,
period1,sc01,t6914, 0.000036579478 ,,,,,
period1,sc01,t6915, 0.00002874102 ,,,,,
period1,sc01,t6916, 0.000026563672 ,,,,,
period1,sc01,t6917, 0.00003396666 ,,,,,
period1,sc01,t6918, 0.000076860458 ,,,,,
period1,sc01,t6919, 0.000197703384 ,,,,,
period1,sc01,t6920, 0.35783876976 ,,,,,
period1,sc01,t6921, 3.9131552652 ,,,,,
period1,sc01,t6922, 8.377850712 ,,,,,
period1,sc01,t6923, 12.645885726 ,,,,,
period1,sc01,t6924, 16.06746504 ,,,,,
period1,sc01,t6925, 17.355245652 ,,,,,
period1,sc01,t6926, 16.977706218 ,,,,,
period1,sc01,t6927, 15.19079859 ,,,,,
period1,sc01,t6928, 13.488807606 ,,,,,
period1,sc01,t6929, 9.451562994 ,,,,,
period1,sc01,t6930, 4.0488978 ,,,,,
period1,sc01,t6931, 0.30244045266 ,,,,,
period1,sc01,t6932, 0.000053127342 ,,,,,
period1,sc01,t6933, 0.00003440213 ,,,,,
period1,sc01,t6934, 0.00002787008 ,,,,,
period1,sc01,t6935, 0.000020902558 ,,,,,
period1,sc01,t6936, 0.000025039526 ,,,,,
period1,sc01,t6937, 0.000023733116 ,,,,,
period1,sc01,t6938, 0.000025692732 ,,,,,
period1,sc01,t6939, 0.000034837598 ,,,,,
period1,sc01,t6940, 0.00003832136 ,,,,,
period1,sc01,t6941, 0.00004833717 ,,,,,
period1,sc01,t6942, 0.000071417084 ,,,,,
period1,sc01,t6943, 0.000192695478 ,,,,,
period1,sc01,t6944, 0.21016871262 ,,,,,
period1,sc01,t6945, 3.1232997654 ,,,,,
period1,sc01,t6946, 7.671990846 ,,,,,
period1,sc01,t6947, 10.786119612 ,,,,,
period1,sc01,t6948, 12.557487498 ,,,,,
period1,sc01,t6949, 12.75307014 ,,,,,
period1,sc01,t6950, 12.649537152 ,,,,,
period1,sc01,t6951, 10.786962252 ,,,,,
period1,sc01,t6952, 7.2398892 ,,,,,
period1,sc01,t6953, 4.1277461754 ,,,,,
period1,sc01,t6954, 1.2442640988 ,,,,,
period1,sc01,t6955, 0.09412031016 ,,,,,
period1,sc01,t6956, 0.000042022854 ,,,,,
period1,sc01,t6957, 0.000036797214 ,,,,,
period1,sc01,t6958, 0.000039627772 ,,,,,
period1,sc01,t6959, 0.00004267606 ,,,,,
period1,sc01,t6960, 0.000045071148 ,,,,,
period1,sc01,t6961, 0.000046813028 ,,,,,
period1,sc01,t6962, 0.00004180512 ,,,,,
period1,sc01,t6963, 0.000042240592 ,,,,,
period1,sc01,t6964, 0.000041151916 ,,,,,
period1,sc01,t6965, 0.000048554906 ,,,,,
period1,sc01,t6966, 0.000060312596 ,,,,,
period1,sc01,t6967, 0.000172228386 ,,,,,
period1,sc01,t6968, 0.23222091372 ,,,,,
period1,sc01,t6969, 2.7089326338 ,,,,,
period1,sc01,t6970, 5.8796158914 ,,,,,
period1,sc01,t6971, 8.525533836 ,,,,,
period1,sc01,t6972, 10.138323138 ,,,,,
period1,sc01,t6973, 10.283040702 ,,,,,
period1,sc01,t6974, 9.945594996 ,,,,,
period1,sc01,t6975, 8.426357724 ,,,,,
period1,sc01,t6976, 6.232745052 ,,,,,
period1,sc01,t6977, 3.7678498104 ,,,,,
period1,sc01,t6978, 1.0606155102 ,,,,,
period1,sc01,t6979, 0.03981937752 ,,,,,
period1,sc01,t6980, 0.000022862174 ,,,,,
period1,sc01,t6981, 0.000020249356 ,,,,,
period1,sc01,t6982, 0.00002264444 ,,,,,
period1,sc01,t6983, 0.00002264444 ,,,,,
period1,sc01,t6984, 0.000021773502 ,,,,,
period1,sc01,t6985, 0.000020249356 ,,,,,
period1,sc01,t6986, 0.000024604054 ,,,,,
period1,sc01,t6987, 0.000020902558 ,,,,,
period1,sc01,t6988, 0.00002438632 ,,,,,
period1,sc01,t6989, 0.000037885892 ,,,,,
period1,sc01,t6990, 0.000080126482 ,,,,,
period1,sc01,t6991, 0.00017745403 ,,,,,
period1,sc01,t6992, 0.12356026008 ,,,,,
period1,sc01,t6993, 2.5530909828 ,,,,,
period1,sc01,t6994, 6.501774066 ,,,,,
period1,sc01,t6995, 9.82671822 ,,,,,
period1,sc01,t6996, 11.300342196 ,,,,,
period1,sc01,t6997, 11.298585072 ,,,,,
period1,sc01,t6998, 10.657418634 ,,,,,
period1,sc01,t6999, 9.364209876 ,,,,,
period1,sc01,t7000, 7.35507537 ,,,,,
period1,sc01,t7001, 4.789847841 ,,,,,
period1,sc01,t7002, 1.6494275718 ,,,,,
period1,sc01,t7003, 0.09008350326 ,,,,,
period1,sc01,t7004, 0.000029829694 ,,,,,
period1,sc01,t7005, 0.00002438632 ,,,,,
period1,sc01,t7006, 0.000020249356 ,,,,,
period1,sc01,t7007, 0.00002133803 ,,,,,
period1,sc01,t7008, 0.00002264444 ,,,,,
period1,sc01,t7009, 0.000021773502 ,,,,,
period1,sc01,t7010, 0.000020902558 ,,,,,
period1,sc01,t7011, 0.000023515382 ,,,,,
period1,sc01,t7012, 0.000023515382 ,,,,,
period1,sc01,t7013, 0.000023733116 ,,,,,
period1,sc01,t7014, 0.000045724352 ,,,,,
period1,sc01,t7015, 0.000126504038 ,,,,,
period1,sc01,t7016, 0.0580895217 ,,,,,
period1,sc01,t7017, 1.2029815428 ,,,,,
period1,sc01,t7018, 3.9310661466 ,,,,,
period1,sc01,t7019, 6.836143182 ,,,,,
period1,sc01,t7020, 9.336840588 ,,,,,
period1,sc01,t7021, 10.635634236 ,,,,,
period1,sc01,t7022, 11.384997564 ,,,,,
period1,sc01,t7023, 10.96417677 ,,,,,
period1,sc01,t7024, 9.00443109 ,,,,,
period1,sc01,t7025, 6.45294699 ,,,,,
period1,sc01,t7026, 2.4162445314 ,,,,,
period1,sc01,t7027, 0.13776093702 ,,,,,
period1,sc01,t7028, 0.000030265168 ,,,,,
period1,sc01,t7029, 0.000021991236 ,,,,,
period1,sc01,t7030, 0.000023297646 ,,,,,
period1,sc01,t7031, 0.000021555766 ,,,,,
period1,sc01,t7032, 0.000021773502 ,,,,,
period1,sc01,t7033, 0.000021120296 ,,,,,
period1,sc01,t7034, 0.00002220897 ,,,,,
period1,sc01,t7035, 0.000020684824 ,,,,,
period1,sc01,t7036, 0.000022862174 ,,,,,
period1,sc01,t7037, 0.000030047432 ,,,,,
period1,sc01,t7038, 0.000077513662 ,,,,,
period1,sc01,t7039, 0.00023319419 ,,,,,
period1,sc01,t7040, 0.1966277727 ,,,,,
period1,sc01,t7041, 4.1572906398 ,,,,,
period1,sc01,t7042, 10.054980708 ,,,,,
period1,sc01,t7043, 14.677314126 ,,,,,
period1,sc01,t7044, 17.928491838 ,,,,,
period1,sc01,t7045, 19.450315806 ,,,,,
period1,sc01,t7046, 19.106775696 ,,,,,
period1,sc01,t7047, 17.995216716 ,,,,,
period1,sc01,t7048, 15.770988342 ,,,,,
period1,sc01,t7049, 11.363944776 ,,,,,
period1,sc01,t7050, 4.6357175862 ,,,,,
period1,sc01,t7051, 0.26441085672 ,,,,,
period1,sc01,t7052, 0.000042022854 ,,,,,
period1,sc01,t7053, 0.000025039526 ,,,,,
period1,sc01,t7054, 0.000021773502 ,,,,,
period1,sc01,t7055, 0.00002438632 ,,,,,
period1,sc01,t7056, 0.000034837598 ,,,,,
period1,sc01,t7057, 0.000034837598 ,,,,,
period1,sc01,t7058, 0.000035273072 ,,,,,
period1,sc01,t7059, 0.000036144012 ,,,,,
period1,sc01,t7060, 0.000037232688 ,,,,,
period1,sc01,t7061, 0.000065102768 ,,,,,
period1,sc01,t7062, 0.000109302972 ,,,,,
period1,sc01,t7063, 0.000283273242 ,,,,,
period1,sc01,t7064, 0.36069980754 ,,,,,
period1,sc01,t7065, 6.306740112 ,,,,,
period1,sc01,t7066, 13.380630324 ,,,,,
period1,sc01,t7067, 17.690281032 ,,,,,
period1,sc01,t7068, 20.255502036 ,,,,,
period1,sc01,t7069, 21.519701952 ,,,,,
period1,sc01,t7070, 21.284267262 ,,,,,
period1,sc01,t7071, 20.105696004 ,,,,,
period1,sc01,t7072, 17.43591648 ,,,,,
period1,sc01,t7073, 12.896553156 ,,,,,
period1,sc01,t7074, 5.5351221 ,,,,,
period1,sc01,t7075, 0.26384256846 ,,,,,
period1,sc01,t7076, 0.000062054476 ,,,,,
period1,sc01,t7077, 0.000048990378 ,,,,,
period1,sc01,t7078, 0.000047030758 ,,,,,
period1,sc01,t7079, 0.000046377556 ,,,,,
period1,sc01,t7080, 0.000036797214 ,,,,,
period1,sc01,t7081, 0.00002874102 ,,,,,
period1,sc01,t7082, 0.000037014954 ,,,,,
period1,sc01,t7083, 0.000030047432 ,,,,,
period1,sc01,t7084, 0.000029176492 ,,,,,
period1,sc01,t7085, 0.000028087814 ,,,,,
period1,sc01,t7086, 0.00006053033 ,,,,,
period1,sc01,t7087, 0.000166567278 ,,,,,
period1,sc01,t7088, 0.18810997932 ,,,,,
period1,sc01,t7089, 3.3773899812 ,,,,,
period1,sc01,t7090, 8.693316078 ,,,,,
period1,sc01,t7091, 12.493577922 ,,,,,
period1,sc01,t7092, 15.06128109 ,,,,,
period1,sc01,t7093, 16.514734104 ,,,,,
period1,sc01,t7094, 16.047640266 ,,,,,
period1,sc01,t7095, 14.592998424 ,,,,,
period1,sc01,t7096, 11.006262768 ,,,,,
period1,sc01,t7097, 6.181997556 ,,,,,
period1,sc01,t7098, 1.486413729 ,,,,,
period1,sc01,t7099, 0.04100821068 ,,,,,
period1,sc01,t7100, 0.000035490808 ,,,,,
period1,sc01,t7101, 0.000023950852 ,,,,,
period1,sc01,t7102, 0.000023515382 ,,,,,
period1,sc01,t7103, 0.000024168584 ,,,,,
period1,sc01,t7104, 0.000025692732 ,,,,,
period1,sc01,t7105, 0.000025692732 ,,,,,
period1,sc01,t7106, 0.000024604054 ,,,,,
period1,sc01,t7107, 0.000025910464 ,,,,,
period1,sc01,t7108, 0.000022862174 ,,,,,
period1,sc01,t7109, 0.000035490808 ,,,,,
period1,sc01,t7110, 0.000066409176 ,,,,,
period1,sc01,t7111, 0.000168526892 ,,,,,
period1,sc01,t7112, 0.05937633558 ,,,,,
period1,sc01,t7113, 1.0443376416 ,,,,,
period1,sc01,t7114, 3.6741540834 ,,,,,
period1,sc01,t7115, 6.353731686 ,,,,,
period1,sc01,t7116, 8.085031962 ,,,,,
period1,sc01,t7117, 8.76486162 ,,,,,
period1,sc01,t7118, 8.5762944 ,,,,,
period1,sc01,t7119, 7.669266984 ,,,,,
period1,sc01,t7120, 5.7444743058 ,,,,,
period1,sc01,t7121, 3.0723628386 ,,,,,
period1,sc01,t7122, 0.9208818936 ,,,,,
period1,sc01,t7123, 0.042229704 ,,,,,
period1,sc01,t7124, 0.000026999142 ,,,,,
period1,sc01,t7125, 0.000026563672 ,,,,,
period1,sc01,t7126, 0.000029394228 ,,,,,
period1,sc01,t7127, 0.000029829694 ,,,,,
period1,sc01,t7128, 0.000028305552 ,,,,,
period1,sc01,t7129, 0.000026781404 ,,,,,
period1,sc01,t7130, 0.000026345934 ,,,,,
period1,sc01,t7131, 0.000026999142 ,,,,,
period1,sc01,t7132, 0.000026999142 ,,,,,
period1,sc01,t7133, 0.000025039526 ,,,,,
period1,sc01,t7134, 0.00005051452 ,,,,,
period1,sc01,t7135, 0.000230363634 ,,,,,
period1,sc01,t7136, 0.0647064885 ,,,,,
period1,sc01,t7137, 1.9990947462 ,,,,,
period1,sc01,t7138, 5.8512145356 ,,,,,
period1,sc01,t7139, 9.715287978 ,,,,,
period1,sc01,t7140, 12.022982904 ,,,,,
period1,sc01,t7141, 13.343169018 ,,,,,
period1,sc01,t7142, 13.285752294 ,,,,,
period1,sc01,t7143, 11.856396024 ,,,,,
period1,sc01,t7144, 9.546741486 ,,,,,
period1,sc01,t7145, 6.334449072 ,,,,,
period1,sc01,t7146, 2.2378738392 ,,,,,
period1,sc01,t7147, 0.10626339138 ,,,,,
period1,sc01,t7148, 0.000047248498 ,,,,,
period1,sc01,t7149, 0.000028523284 ,,,,,
period1,sc01,t7150, 0.000022426704 ,,,,,
period1,sc01,t7151, 0.000021991236 ,,,,,
period1,sc01,t7152, 0.000021555766 ,,,,,
period1,sc01,t7153, 0.000021773502 ,,,,,
period1,sc01,t7154, 0.000023079908 ,,,,,
period1,sc01,t7155, 0.000021991236 ,,,,,
period1,sc01,t7156, 0.000021773502 ,,,,,
period1,sc01,t7157, 0.000023515382 ,,,,,
period1,sc01,t7158, 0.00003135384 ,,,,,
period1,sc01,t7159, 0.000073376696 ,,,,,
period1,sc01,t7160, 0.03452188488 ,,,,,
period1,sc01,t7161, 0.9621971112 ,,,,,
period1,sc01,t7162, 3.324532632 ,,,,,
period1,sc01,t7163, 5.9205391848 ,,,,,
period1,sc01,t7164, 7.563075444 ,,,,,
period1,sc01,t7165, 8.182849428 ,,,,,
period1,sc01,t7166, 8.329389432 ,,,,,
period1,sc01,t7167, 7.569986352 ,,,,,
period1,sc01,t7168, 6.590139642 ,,,,,
period1,sc01,t7169, 4.7527000716 ,,,,,
period1,sc01,t7170, 1.9933661388 ,,,,,
period1,sc01,t7171, 0.09061913124 ,,,,,
period1,sc01,t7172, 0.000044200206 ,,,,,
period1,sc01,t7173, 0.000026999142 ,,,,,
period1,sc01,t7174, 0.000022862174 ,,,,,
period1,sc01,t7175, 0.000020902558 ,,,,,
period1,sc01,t7176, 0.000021991236 ,,,,,
period1,sc01,t7177, 0.00002220897 ,,,,,
period1,sc01,t7178, 0.000021773502 ,,,,,
period1,sc01,t7179, 0.00002264444 ,,,,,
period1,sc01,t7180, 0.00002787008 ,,,,,
period1,sc01,t7181, 0.000023515382 ,,,,,
period1,sc01,t7182, 0.00003396666 ,,,,,
period1,sc01,t7183, 0.000079691012 ,,,,,
period1,sc01,t7184, 0.07217262174 ,,,,,
period1,sc01,t7185, 2.3307530598 ,,,,,
period1,sc01,t7186, 7.19689524 ,,,,,
period1,sc01,t7187, 10.721844246 ,,,,,
period1,sc01,t7188, 12.159411294 ,,,,,
period1,sc01,t7189, 12.636936822 ,,,,,
period1,sc01,t7190, 11.969263314 ,,,,,
period1,sc01,t7191, 11.147518356 ,,,,,
period1,sc01,t7192, 9.577971222 ,,,,,
period1,sc01,t7193, 6.4169358 ,,,,,
period1,sc01,t7194, 2.1094341378 ,,,,,
period1,sc01,t7195, 0.09326461164 ,,,,,
period1,sc01,t7196, 0.000041587386 ,,,,,
period1,sc01,t7197, 0.000026563672 ,,,,,
period1,sc01,t7198, 0.00002220897 ,,,,,
period1,sc01,t7199, 0.000022426704 ,,,,,
period1,sc01,t7200, 0.000021991236 ,,,,,
period1,sc01,t7201, 0.00002438632 ,,,,,
period1,sc01,t7202, 0.000020902558 ,,,,,
period1,sc01,t7203, 0.000022426704 ,,,,,
period1,sc01,t7204, 0.000022862174 ,,,,,
period1,sc01,t7205, 0.000030918372 ,,,,,
period1,sc01,t7206, 0.000048554906 ,,,,,
period1,sc01,t7207, 0.000097763016 ,,,,,
period1,sc01,t7208, 0.1295566821 ,,,,,
period1,sc01,t7209, 2.7688184694 ,,,,,
period1,sc01,t7210, 7.28078637 ,,,,,
period1,sc01,t7211, 10.637554662 ,,,,,
period1,sc01,t7212, 13.098974856 ,,,,,
period1,sc01,t7213, 13.748084274 ,,,,,
period1,sc01,t7214, 13.504477998 ,,,,,
period1,sc01,t7215, 12.56364069 ,,,,,
period1,sc01,t7216, 10.358786364 ,,,,,
period1,sc01,t7217, 7.049107614 ,,,,,
period1,sc01,t7218, 2.130232185 ,,,,,
period1,sc01,t7219, 0.08127829968 ,,,,,
period1,sc01,t7220, 0.000039410036 ,,,,,
period1,sc01,t7221, 0.0000261282 ,,,,,
period1,sc01,t7222, 0.000023515382 ,,,,,
period1,sc01,t7223, 0.000023297646 ,,,,,
period1,sc01,t7224, 0.00002220897 ,,,,,
period1,sc01,t7225, 0.00002264444 ,,,,,
period1,sc01,t7226, 0.00002220897 ,,,,,
period1,sc01,t7227, 0.000023950852 ,,,,,
period1,sc01,t7228, 0.0000261282 ,,,,,
period1,sc01,t7229, 0.000032442516 ,,,,,
period1,sc01,t7230, 0.000062707678 ,,,,,
period1,sc01,t7231, 0.000134124762 ,,,,,
period1,sc01,t7232, 0.114559095 ,,,,,
period1,sc01,t7233, 3.645680877 ,,,,,
period1,sc01,t7234, 10.01213046 ,,,,,
period1,sc01,t7235, 14.051798478 ,,,,,
period1,sc01,t7236, 16.311927012 ,,,,,
period1,sc01,t7237, 17.671292364 ,,,,,
period1,sc01,t7238, 17.563141212 ,,,,,
period1,sc01,t7239, 16.169469528 ,,,,,
period1,sc01,t7240, 14.021751042 ,,,,,
period1,sc01,t7241, 9.86731491 ,,,,,
period1,sc01,t7242, 3.3154334874 ,,,,,
period1,sc01,t7243, 0.10095936666 ,,,,,
period1,sc01,t7244, 0.00005574016 ,,,,,
period1,sc01,t7245, 0.000045506618 ,,,,,
period1,sc01,t7246, 0.000043764738 ,,,,,
period1,sc01,t7247, 0.00004659529 ,,,,,
period1,sc01,t7248, 0.000042240592 ,,,,,
period1,sc01,t7249, 0.000040716446 ,,,,,
period1,sc01,t7250, 0.000036797214 ,,,,,
period1,sc01,t7251, 0.000033748928 ,,,,,
period1,sc01,t7252, 0.00003266025 ,,,,,
period1,sc01,t7253, 0.0000479017 ,,,,,
period1,sc01,t7254, 0.000079908748 ,,,,,
period1,sc01,t7255, 0.00018006685 ,,,,,
period1,sc01,t7256, 0.1423790964 ,,,,,
period1,sc01,t7257, 4.7333521386 ,,,,,
period1,sc01,t7258, 12.09510327 ,,,,,
period1,sc01,t7259, 16.363033776 ,,,,,
period1,sc01,t7260, 18.801644034 ,,,,,
period1,sc01,t7261, 19.644552852 ,,,,,
period1,sc01,t7262, 19.174375878 ,,,,,
period1,sc01,t7263, 17.224787544 ,,,,,
period1,sc01,t7264, 13.841126796 ,,,,,
period1,sc01,t7265, 9.114594114 ,,,,,
period1,sc01,t7266, 2.6023622358 ,,,,,
period1,sc01,t7267, 0.0598597074 ,,,,,
period1,sc01,t7268, 0.000041587386 ,,,,,
period1,sc01,t7269, 0.00002264444 ,,,,,
period1,sc01,t7270, 0.000021773502 ,,,,,
period1,sc01,t7271, 0.00002133803 ,,,,,
period1,sc01,t7272, 0.000021555766 ,,,,,
period1,sc01,t7273, 0.000022862174 ,,,,,
period1,sc01,t7274, 0.000021991236 ,,,,,
period1,sc01,t7275, 0.000025910464 ,,,,,
period1,sc01,t7276, 0.000025474996 ,,,,,
period1,sc01,t7277, 0.0000479017 ,,,,,
period1,sc01,t7278, 0.000075118578 ,,,,,
period1,sc01,t7279, 0.000166349542 ,,,,,
period1,sc01,t7280, 0.08406095298 ,,,,,
period1,sc01,t7281, 2.8808431296 ,,,,,
period1,sc01,t7282, 7.485442032 ,,,,,
period1,sc01,t7283, 10.925585412 ,,,,,
period1,sc01,t7284, 12.662921316 ,,,,,
period1,sc01,t7285, 13.377534132 ,,,,,
period1,sc01,t7286, 13.17322467 ,,,,,
period1,sc01,t7287, 11.595812952 ,,,,,
period1,sc01,t7288, 9.179026254 ,,,,,
period1,sc01,t7289, 5.3406956262 ,,,,,
period1,sc01,t7290, 1.2520111116 ,,,,,
period1,sc01,t7291, 0.04840902348 ,,,,,
period1,sc01,t7292, 0.000032877988 ,,,,,
period1,sc01,t7293, 0.000023733116 ,,,,,
period1,sc01,t7294, 0.000024821794 ,,,,,
period1,sc01,t7295, 0.000022862174 ,,,,,
period1,sc01,t7296, 0.00002220897 ,,,,,
period1,sc01,t7297, 0.00005835298 ,,,,,
period1,sc01,t7298, 0.00006053033 ,,,,,
period1,sc01,t7299, 0.00006488503 ,,,,,
period1,sc01,t7300, 0.000082739304 ,,,,,
period1,sc01,t7301, 0.00003570854 ,,,,,
period1,sc01,t7302, 0.000057917512 ,,,,,
period1,sc01,t7303, 0.000106907888 ,,,,,
period1,sc01,t7304, 0.03679503834 ,,,,,
period1,sc01,t7305, 2.520587499 ,,,,,
period1,sc01,t7306, 7.80660987 ,,,,,
