,,,SolarPV_01,BESS_01,AEL_01,PEMEL_01,HEMEL_01,H2Tank_01
period1,sc01,t1964, 0.05935673946 ,,,,,
period1,sc01,t1965, 0.00001959615 ,,,,,
period1,sc01,t1966, 0.000015241452 ,,,,,
period1,sc01,t1967, 0.000008273932 ,,,,,
period1,sc01,t1968, 0.0000087094 ,,,,,
period1,sc01,t1969, 0.000007838462 ,,,,,
period1,sc01,t1970, 0.000008927134 ,,,,,
period1,sc01,t1971, 0.000009144872 ,,,,,
period1,sc01,t1972, 0.000007838462 ,,,,,
period1,sc01,t1973, 0.000011757692 ,,,,,
period1,sc01,t1974, 0.000013499572 ,,,,,
period1,sc01,t1975, 0.000076424988 ,,,,,
period1,sc01,t1976, 0.22527081258 ,,,,,
period1,sc01,t1977, 1.955212434 ,,,,,
period1,sc01,t1978, 4.5459018966 ,,,,,
period1,sc01,t1979, 6.679759368 ,,,,,
period1,sc01,t1980, 8.146975404 ,,,,,
period1,sc01,t1981, 8.993333142 ,,,,,
period1,sc01,t1982, 9.37897884 ,,,,,
period1,sc01,t1983, 9.610298334 ,,,,,
period1,sc01,t1984, 8.776704228 ,,,,,
period1,sc01,t1985, 7.155155448 ,,,,,
period1,sc01,t1986, 4.6807495398 ,,,,,
period1,sc01,t1987, 1.7333252244 ,,,,,
period1,sc01,t1988, 0.09163813122 ,,,,,
period1,sc01,t1989, 0.000020684824 ,,,,,
period1,sc01,t1990, 0.000021773502 ,,,,,
period1,sc01,t1991, 0.000012846368 ,,,,,
period1,sc01,t1992, 0.000009362604 ,,,,,
period1,sc01,t1993, 0.0000087094 ,,,,,
period1,sc01,t1994, 0.000008491664 ,,,,,
period1,sc01,t1995, 0.000009362604 ,,,,,
period1,sc01,t1996, 0.000011757692 ,,,,,
period1,sc01,t1997, 0.000039627772 ,,,,,
period1,sc01,t1998, 0.000064449558 ,,,,,
period1,sc01,t1999, 0.000152414504 ,,,,,
period1,sc01,t2000, 0.58212324258 ,,,,,
period1,sc01,t2001, 5.685418041 ,,,,,
period1,sc01,t2002, 12.123217206 ,,,,,
period1,sc01,t2003, 16.57698453 ,,,,,
period1,sc01,t2004, 19.209805728 ,,,,,
period1,sc01,t2005, 20.463351876 ,,,,,
period1,sc01,t2006, 19.773168918 ,,,,,
period1,sc01,t2007, 18.54620169 ,,,,,
period1,sc01,t2008, 16.332176364 ,,,,,
period1,sc01,t2009, 13.038396624 ,,,,,
period1,sc01,t2010, 9.083873886 ,,,,,
period1,sc01,t2011, 3.8837283798 ,,,,,
period1,sc01,t2012, 0.20756242458 ,,,,,
period1,sc01,t2013, 0.000022862174 ,,,,,
period1,sc01,t2014, 0.000010886752 ,,,,,
period1,sc01,t2015, 0.000010886752 ,,,,,
period1,sc01,t2016, 0.00001262863 ,,,,,
period1,sc01,t2017, 0.000010886752 ,,,,,
period1,sc01,t2018, 0.000007838462 ,,,,,
period1,sc01,t2019, 0.000008491664 ,,,,,
period1,sc01,t2020, 0.00001219316 ,,,,,
period1,sc01,t2021, 0.000030700636 ,,,,,
period1,sc01,t2022, 0.00004006324 ,,,,,
period1,sc01,t2023, 0.000151325828 ,,,,,
period1,sc01,t2024, 0.9391651026 ,,,,,
period1,sc01,t2025, 5.358181926 ,,,,,
period1,sc01,t2026, 10.22047674 ,,,,,
period1,sc01,t2027, 13.71886641 ,,,,,
period1,sc01,t2028, 16.866269442 ,,,,,
period1,sc01,t2029, 18.691134822 ,,,,,
period1,sc01,t2030, 18.11372772 ,,,,,
period1,sc01,t2031, 16.566265446 ,,,,,
period1,sc01,t2032, 13.73513775 ,,,,,
period1,sc01,t2033, 10.534198038 ,,,,,
period1,sc01,t2034, 6.627463776 ,,,,,
period1,sc01,t2035, 2.5775600424 ,,,,,
period1,sc01,t2036, 0.15230128068 ,,,,,
period1,sc01,t2037, 0.000021555766 ,,,,,
period1,sc01,t2038, 0.00001045128 ,,,,,
period1,sc01,t2039, 0.00001045128 ,,,,,
period1,sc01,t2040, 0.000007620724 ,,,,,
period1,sc01,t2041, 0.0000087094 ,,,,,
period1,sc01,t2042, 0.000009798076 ,,,,,
period1,sc01,t2043, 0.00001045128 ,,,,,
period1,sc01,t2044, 0.000014152774 ,,,,,
period1,sc01,t2045, 0.000039627772 ,,,,,
period1,sc01,t2046, 0.000058135246 ,,,,,
period1,sc01,t2047, 0.000216864066 ,,,,,
period1,sc01,t2048, 1.1184894744 ,,,,,
period1,sc01,t2049, 7.82418108 ,,,,,
period1,sc01,t2050, 14.79509352 ,,,,,
period1,sc01,t2051, 19.060456926 ,,,,,
period1,sc01,t2052, 21.448117218 ,,,,,
period1,sc01,t2053, 22.058191092 ,,,,,
period1,sc01,t2054, 21.653223582 ,,,,,
period1,sc01,t2055, 20.749932498 ,,,,,
period1,sc01,t2056, 19.176453078 ,,,,,
period1,sc01,t2057, 15.73039818 ,,,,,
period1,sc01,t2058, 11.16854502 ,,,,,
period1,sc01,t2059, 4.7116526682 ,,,,,
period1,sc01,t2060, 0.29106162132 ,,,,,
period1,sc01,t2061, 0.000028305552 ,,,,,
period1,sc01,t2062, 0.000011322222 ,,,,,
period1,sc01,t2063, 0.000011322222 ,,,,,
period1,sc01,t2064, 0.000008927134 ,,,,,
period1,sc01,t2065, 0.0000087094 ,,,,,
period1,sc01,t2066, 0.000011104482 ,,,,,
period1,sc01,t2067, 0.000006314316 ,,,,,
period1,sc01,t2068, 0.00001567692 ,,,,,
period1,sc01,t2069, 0.00004006324 ,,,,,
period1,sc01,t2070, 0.000063360888 ,,,,,
period1,sc01,t2071, 0.000232758718 ,,,,,
period1,sc01,t2072, 1.358339823 ,,,,,
period1,sc01,t2073, 8.60809242 ,,,,,
period1,sc01,t2074, 15.317265606 ,,,,,
period1,sc01,t2075, 19.700121 ,,,,,
period1,sc01,t2076, 22.362225366 ,,,,,
period1,sc01,t2077, 23.839272132 ,,,,,
period1,sc01,t2078, 24.215198154 ,,,,,
period1,sc01,t2079, 23.432253552 ,,,,,
period1,sc01,t2080, 21.387597768 ,,,,,
period1,sc01,t2081, 17.96991156 ,,,,,
period1,sc01,t2082, 12.682426026 ,,,,,
period1,sc01,t2083, 5.1350405604 ,,,,,
period1,sc01,t2084, 0.2856400197 ,,,,,
period1,sc01,t2085, 0.000026345934 ,,,,,
period1,sc01,t2086, 0.000011757692 ,,,,,
period1,sc01,t2087, 0.000013281836 ,,,,,
period1,sc01,t2088, 0.000011975424 ,,,,,
period1,sc01,t2089, 0.0000087094 ,,,,,
period1,sc01,t2090, 0.000009798076 ,,,,,
period1,sc01,t2091, 0.000048119436 ,,,,,
period1,sc01,t2092, 0.000036144012 ,,,,,
period1,sc01,t2093, 0.000076860458 ,,,,,
period1,sc01,t2094, 0.03574337826 ,,,,,
period1,sc01,t2095, 0.0713103912 ,,,,,
period1,sc01,t2096, 1.5831925836 ,,,,,
period1,sc01,t2097, 8.15054844 ,,,,,
period1,sc01,t2098, 14.094015114 ,,,,,
period1,sc01,t2099, 18.652549998 ,,,,,
period1,sc01,t2100, 20.842517784 ,,,,,
period1,sc01,t2101, 21.613417272 ,,,,,
period1,sc01,t2102, 21.708367146 ,,,,,
period1,sc01,t2103, 20.689393458 ,,,,,
period1,sc01,t2104, 18.093295458 ,,,,,
period1,sc01,t2105, 14.773701054 ,,,,,
period1,sc01,t2106, 9.286576464 ,,,,,
period1,sc01,t2107, 3.1577628618 ,,,,,
period1,sc01,t2108, 0.16052513172 ,,,,,
period1,sc01,t2109, 0.000021120296 ,,,,,
period1,sc01,t2110, 0.000010886752 ,,,,,
period1,sc01,t2111, 0.000008056196 ,,,,,
period1,sc01,t2112, 0.000010669014 ,,,,,
period1,sc01,t2113, 0.000010015812 ,,,,,
period1,sc01,t2114, 0.000010015812 ,,,,,
period1,sc01,t2115, 0.000011539956 ,,,,,
period1,sc01,t2116, 0.000014588246 ,,,,,
period1,sc01,t2117, 0.000024821794 ,,,,,
period1,sc01,t2118, 0.000074029902 ,,,,,
period1,sc01,t2119, 0.04136094132 ,,,,,
period1,sc01,t2120, 1.0590347544 ,,,,,
period1,sc01,t2121, 7.215583446 ,,,,,
period1,sc01,t2122, 13.482060006 ,,,,,
period1,sc01,t2123, 17.675276916 ,,,,,
period1,sc01,t2124, 20.36327433 ,,,,,
period1,sc01,t2125, 21.818210106 ,,,,,
period1,sc01,t2126, 22.083927372 ,,,,,
period1,sc01,t2127, 21.377982594 ,,,,,
period1,sc01,t2128, 19.47233535 ,,,,,
period1,sc01,t2129, 16.260167046 ,,,,,
period1,sc01,t2130, 11.837407362 ,,,,,
period1,sc01,t2131, 5.1837173994 ,,,,,
period1,sc01,t2132, 0.38878109118 ,,,,,
period1,sc01,t2133, 0.00002787008 ,,,,,
period1,sc01,t2134, 0.000011322222 ,,,,,
period1,sc01,t2135, 0.000008491664 ,,,,,
period1,sc01,t2136, 0.000009580342 ,,,,,
period1,sc01,t2137, 0.000006967522 ,,,,,
period1,sc01,t2138, 0.000006967522 ,,,,,
period1,sc01,t2139, 0.000009362604 ,,,,,
period1,sc01,t2140, 0.000018072006 ,,,,,
period1,sc01,t2141, 0.000037014954 ,,,,,
period1,sc01,t2142, 0.000091013232 ,,,,,
period1,sc01,t2143, 0.04483599198 ,,,,,
period1,sc01,t2144, 1.8702435264 ,,,,,
period1,sc01,t2145, 9.517406052 ,,,,,
period1,sc01,t2146, 15.979132116 ,,,,,
period1,sc01,t2147, 19.990901754 ,,,,,
period1,sc01,t2148, 22.430321988 ,,,,,
period1,sc01,t2149, 23.572437888 ,,,,,
period1,sc01,t2150, 23.670229206 ,,,,,
period1,sc01,t2151, 22.862756778 ,,,,,
period1,sc01,t2152, 21.029543442 ,,,,,
period1,sc01,t2153, 17.606494428 ,,,,,
period1,sc01,t2154, 12.540458436 ,,,,,
period1,sc01,t2155, 5.3899146246 ,,,,,
period1,sc01,t2156, 0.40130956314 ,,,,,
period1,sc01,t2157, 0.0000261282 ,,,,,
period1,sc01,t2158, 0.000010886752 ,,,,,
period1,sc01,t2159, 0.000010886752 ,,,,,
period1,sc01,t2160, 0.000008056196 ,,,,,
period1,sc01,t2161, 0.000010015812 ,,,,,
period1,sc01,t2162, 0.000008273932 ,,,,,
period1,sc01,t2163, 0.000010015812 ,,,,,
period1,sc01,t2164, 0.000017636536 ,,,,,
period1,sc01,t2165, 0.000052038666 ,,,,,
period1,sc01,t2166, 0.000183986078 ,,,,,
period1,sc01,t2167, 0.04948027962 ,,,,,
period1,sc01,t2168, 1.7836024134 ,,,,,
period1,sc01,t2169, 9.024491016 ,,,,,
period1,sc01,t2170, 15.5192562 ,,,,,
period1,sc01,t2171, 19.657159704 ,,,,,
period1,sc01,t2172, 22.369913586 ,,,,,
period1,sc01,t2173, 24.026029992 ,,,,,
period1,sc01,t2174, 24.409291494 ,,,,,
period1,sc01,t2175, 23.642043408 ,,,,,
period1,sc01,t2176, 21.628741464 ,,,,,
period1,sc01,t2177, 18.223276734 ,,,,,
period1,sc01,t2178, 12.954035202 ,,,,,
period1,sc01,t2179, 5.707803375 ,,,,,
period1,sc01,t2180, 0.46944537798 ,,,,,
period1,sc01,t2181, 0.000030700636 ,,,,,
period1,sc01,t2182, 0.00001262863 ,,,,,
period1,sc01,t2183, 0.000011539956 ,,,,,
period1,sc01,t2184, 0.000011322222 ,,,,,
period1,sc01,t2185, 0.0000087094 ,,,,,
period1,sc01,t2186, 0.000009580342 ,,,,,
period1,sc01,t2187, 0.000008273932 ,,,,,
period1,sc01,t2188, 0.00002003162 ,,,,,
period1,sc01,t2189, 0.000063796356 ,,,,,
period1,sc01,t2190, 0.000225573464 ,,,,,
period1,sc01,t2191, 0.054732048 ,,,,,
period1,sc01,t2192, 2.1242161668 ,,,,,
period1,sc01,t2193, 9.397013832 ,,,,,
period1,sc01,t2194, 15.593871798 ,,,,,
period1,sc01,t2195, 19.850351628 ,,,,,
period1,sc01,t2196, 22.511071194 ,,,,,
period1,sc01,t2197, 23.862238842 ,,,,,
period1,sc01,t2198, 24.048676608 ,,,,,
period1,sc01,t2199, 23.182494102 ,,,,,
period1,sc01,t2200, 21.119888226 ,,,,,
period1,sc01,t2201, 17.735404434 ,,,,,
period1,sc01,t2202, 12.203567964 ,,,,,
period1,sc01,t2203, 4.6750862508 ,,,,,
period1,sc01,t2204, 0.30628783002 ,,,,,
period1,sc01,t2205, 0.000023297646 ,,,,,
period1,sc01,t2206, 0.000011539956 ,,,,,
period1,sc01,t2207, 0.00001045128 ,,,,,
period1,sc01,t2208, 0.000009144872 ,,,,,
period1,sc01,t2209, 0.000008927134 ,,,,,
period1,sc01,t2210, 0.000010669014 ,,,,,
period1,sc01,t2211, 0.000011104482 ,,,,,
period1,sc01,t2212, 0.000018507476 ,,,,,
period1,sc01,t2213, 0.00005486922 ,,,,,
period1,sc01,t2214, 0.000229928166 ,,,,,
period1,sc01,t2215, 0.0587035344 ,,,,,
period1,sc01,t2216, 1.9771470588 ,,,,,
period1,sc01,t2217, 8.444242476 ,,,,,
period1,sc01,t2218, 14.293177326 ,,,,,
period1,sc01,t2219, 18.41240571 ,,,,,
period1,sc01,t2220, 20.878045602 ,,,,,
period1,sc01,t2221, 22.029371682 ,,,,,
period1,sc01,t2222, 21.828413166 ,,,,,
period1,sc01,t2223, 20.488062618 ,,,,,
period1,sc01,t2224, 18.055096038 ,,,,,
period1,sc01,t2225, 13.870116036 ,,,,,
period1,sc01,t2226, 8.235772092 ,,,,,
period1,sc01,t2227, 3.0684632034 ,,,,,
period1,sc01,t2228, 0.27499277808 ,,,,,
period1,sc01,t2229, 0.00001959615 ,,,,,
period1,sc01,t2230, 0.000010233544 ,,,,,
period1,sc01,t2231, 0.000008927134 ,,,,,
period1,sc01,t2232, 0.000009580342 ,,,,,
period1,sc01,t2233, 0.000010015812 ,,,,,
period1,sc01,t2234, 0.000010233544 ,,,,,
period1,sc01,t2235, 0.000010669014 ,,,,,
period1,sc01,t2236, 0.000009580342 ,,,,,
period1,sc01,t2237, 0.000036797214 ,,,,,
period1,sc01,t2238, 0.00020619505 ,,,,,
period1,sc01,t2239, 0.05063645262 ,,,,,
period1,sc01,t2240, 1.5360377136 ,,,,,
period1,sc01,t2241, 7.226890416 ,,,,,
period1,sc01,t2242, 13.15197591 ,,,,,
period1,sc01,t2243, 17.871434382 ,,,,,
period1,sc01,t2244, 20.841707802 ,,,,,
period1,sc01,t2245, 21.944814306 ,,,,,
period1,sc01,t2246, 21.968512572 ,,,,,
period1,sc01,t2247, 20.960695632 ,,,,,
period1,sc01,t2248, 19.101118944 ,,,,,
period1,sc01,t2249, 15.94882341 ,,,,,
period1,sc01,t2250, 10.988417202 ,,,,,
period1,sc01,t2251, 4.8887561418 ,,,,,
period1,sc01,t2252, 0.44621740782 ,,,,,
period1,sc01,t2253, 0.000024168584 ,,,,,
period1,sc01,t2254, 0.000008927134 ,,,,,
period1,sc01,t2255, 0.000011104482 ,,,,,
period1,sc01,t2256, 0.000010015812 ,,,,,
period1,sc01,t2257, 0.000010886752 ,,,,,
period1,sc01,t2258, 0.000011104482 ,,,,,
period1,sc01,t2259, 0.000010233544 ,,,,,
period1,sc01,t2260, 0.000024168584 ,,,,,
period1,sc01,t2261, 0.000060965798 ,,,,,
period1,sc01,t2262, 0.000240814916 ,,,,,
period1,sc01,t2263, 0.06289711056 ,,,,,
period1,sc01,t2264, 2.1359281332 ,,,,,
period1,sc01,t2265, 8.87316954 ,,,,,
period1,sc01,t2266, 14.892198978 ,,,,,
period1,sc01,t2267, 19.602427662 ,,,,,
period1,sc01,t2268, 22.171750788 ,,,,,
period1,sc01,t2269, 23.322887448 ,,,,,
period1,sc01,t2270, 23.4405558 ,,,,,
period1,sc01,t2271, 22.366412418 ,,,,,
period1,sc01,t2272, 19.950403038 ,,,,,
period1,sc01,t2273, 16.039109412 ,,,,,
period1,sc01,t2274, 10.843353438 ,,,,,
period1,sc01,t2275, 4.38985122 ,,,,,
period1,sc01,t2276, 0.35223427062 ,,,,,
period1,sc01,t2277, 0.000029394228 ,,,,,
period1,sc01,t2278, 0.000011322222 ,,,,,
period1,sc01,t2279, 0.000010233544 ,,,,,
period1,sc01,t2280, 0.000009362604 ,,,,,
period1,sc01,t2281, 0.000011104482 ,,,,,
period1,sc01,t2282, 0.000009362604 ,,,,,
period1,sc01,t2283, 0.000009580342 ,,,,,
period1,sc01,t2284, 0.000018072006 ,,,,,
period1,sc01,t2285, 0.000053127342 ,,,,,
period1,sc01,t2286, 0.000208590132 ,,,,,
period1,sc01,t2287, 0.04942802322 ,,,,,
period1,sc01,t2288, 1.1835160332 ,,,,,
period1,sc01,t2289, 4.9304828802 ,,,,,
period1,sc01,t2290, 9.490239252 ,,,,,
period1,sc01,t2291, 12.504179436 ,,,,,
period1,sc01,t2292, 14.692893066 ,,,,,
period1,sc01,t2293, 15.9029031 ,,,,,
period1,sc01,t2294, 16.471994904 ,,,,,
period1,sc01,t2295, 16.27025907 ,,,,,
period1,sc01,t2296, 14.933710164 ,,,,,
period1,sc01,t2297, 12.392951688 ,,,,,
period1,sc01,t2298, 8.289478608 ,,,,,
period1,sc01,t2299, 3.3167660244 ,,,,,
period1,sc01,t2300, 0.26347677372 ,,,,,
period1,sc01,t2301, 0.000023515382 ,,,,,
period1,sc01,t2302, 0.000012846368 ,,,,,
period1,sc01,t2303, 0.000011104482 ,,,,,
period1,sc01,t2304, 0.000010669014 ,,,,,
period1,sc01,t2305, 0.000009580342 ,,,,,
period1,sc01,t2306, 0.000009144872 ,,,,,
period1,sc01,t2307, 0.000012410894 ,,,,,
period1,sc01,t2308, 0.000014588246 ,,,,,
period1,sc01,t2309, 0.000045942088 ,,,,,
period1,sc01,t2310, 0.000206848252 ,,,,,
period1,sc01,t2311, 0.06301468752 ,,,,,
period1,sc01,t2312, 1.8780623904 ,,,,,
period1,sc01,t2313, 7.900286004 ,,,,,
period1,sc01,t2314, 13.355997966 ,,,,,
period1,sc01,t2315, 16.70216475 ,,,,,
period1,sc01,t2316, 18.534561576 ,,,,,
period1,sc01,t2317, 19.037274678 ,,,,,
period1,sc01,t2318, 18.856199724 ,,,,,
period1,sc01,t2319, 17.801547972 ,,,,,
period1,sc01,t2320, 15.590997708 ,,,,,
period1,sc01,t2321, 12.971279808 ,,,,,
period1,sc01,t2322, 9.01953318 ,,,,,
period1,sc01,t2323, 4.0306276536 ,,,,,
period1,sc01,t2324, 0.40607795976 ,,,,,
period1,sc01,t2325, 0.000025474996 ,,,,,
period1,sc01,t2326, 0.000011104482 ,,,,,
period1,sc01,t2327, 0.000013499572 ,,,,,
period1,sc01,t2328, 0.00001393504 ,,,,,
period1,sc01,t2329, 0.000010886752 ,,,,,
period1,sc01,t2330, 0.000010015812 ,,,,,
period1,sc01,t2331, 0.000009798076 ,,,,,
period1,sc01,t2332, 0.00001262863 ,,,,,
period1,sc01,t2333, 0.000043329266 ,,,,,
period1,sc01,t2334, 0.00022317838 ,,,,,
period1,sc01,t2335, 0.07963222296 ,,,,,
period1,sc01,t2336, 2.0538921156 ,,,,,
period1,sc01,t2337, 7.276024506 ,,,,,
period1,sc01,t2338, 11.964018084 ,,,,,
period1,sc01,t2339, 15.438389418 ,,,,,
period1,sc01,t2340, 17.531049246 ,,,,,
period1,sc01,t2341, 17.844790152 ,,,,,
period1,sc01,t2342, 17.27701128 ,,,,,
period1,sc01,t2343, 16.11215079 ,,,,,
period1,sc01,t2344, 14.138263224 ,,,,,
period1,sc01,t2345, 11.025858912 ,,,,,
period1,sc01,t2346, 6.94656096 ,,,,,
period1,sc01,t2347, 2.4645294456 ,,,,,
period1,sc01,t2348, 0.15622051074 ,,,,,
period1,sc01,t2349, 0.000023733116 ,,,,,
period1,sc01,t2350, 0.000015459186 ,,,,,
period1,sc01,t2351, 0.000011757692 ,,,,,
period1,sc01,t2352, 0.00001219316 ,,,,,
period1,sc01,t2353, 0.000009798076 ,,,,,
period1,sc01,t2354, 0.000011104482 ,,,,,
period1,sc01,t2355, 0.000009144872 ,,,,,
period1,sc01,t2356, 0.00001045128 ,,,,,
period1,sc01,t2357, 0.000032442516 ,,,,,
period1,sc01,t2358, 0.0001909536 ,,,,,
period1,sc01,t2359, 0.07586976222 ,,,,,
period1,sc01,t2360, 1.094869581 ,,,,,
period1,sc01,t2361, 3.5778324732 ,,,,,
period1,sc01,t2362, 5.9143925244 ,,,,,
period1,sc01,t2363, 8.175076284 ,,,,,
period1,sc01,t2364, 10.02093567 ,,,,,
period1,sc01,t2365, 11.385742218 ,,,,,
period1,sc01,t2366, 11.59567578 ,,,,,
period1,sc01,t2367, 11.546548224 ,,,,,
period1,sc01,t2368, 9.965315262 ,,,,,
period1,sc01,t2369, 7.777346286 ,,,,,
period1,sc01,t2370, 5.122427172 ,,,,,
period1,sc01,t2371, 2.1250261416 ,,,,,
period1,sc01,t2372, 0.1791349425 ,,,,,
period1,sc01,t2373, 0.000032007048 ,,,,,
period1,sc01,t2374, 0.00001611239 ,,,,,
period1,sc01,t2375, 0.000013499572 ,,,,,
period1,sc01,t2376, 0.000010669014 ,,,,,
period1,sc01,t2377, 0.000009144872 ,,,,,
period1,sc01,t2378, 0.000008927134 ,,,,,
period1,sc01,t2379, 0.000015241452 ,,,,,
period1,sc01,t2380, 0.00002220897 ,,,,,
period1,sc01,t2381, 0.000047248498 ,,,,,
period1,sc01,t2382, 0.000228621754 ,,,,,
period1,sc01,t2383, 0.06541194984 ,,,,,
period1,sc01,t2384, 1.370881359 ,,,,,
period1,sc01,t2385, 5.7610722444 ,,,,,
period1,sc01,t2386, 10.6677066 ,,,,,
period1,sc01,t2387, 14.61567117 ,,,,,
period1,sc01,t2388, 17.262340308 ,,,,,
period1,sc01,t2389, 18.514736796 ,,,,,
period1,sc01,t2390, 18.4853883 ,,,,,
period1,sc01,t2391, 17.484874188 ,,,,,
period1,sc01,t2392, 15.631907928 ,,,,,
period1,sc01,t2393, 12.269665776 ,,,,,
period1,sc01,t2394, 7.813194174 ,,,,,
period1,sc01,t2395, 3.1200272076 ,,,,,
period1,sc01,t2396, 0.30709780446 ,,,,,
period1,sc01,t2397, 0.00002438632 ,,,,,
period1,sc01,t2398, 0.000009144872 ,,,,,
period1,sc01,t2399, 0.000009362604 ,,,,,
period1,sc01,t2400, 0.000010886752 ,,,,,
period1,sc01,t2401, 0.000009362604 ,,,,,
period1,sc01,t2402, 0.000008273932 ,,,,,
period1,sc01,t2403, 0.000010233544 ,,,,,
period1,sc01,t2404, 0.000011104482 ,,,,,
period1,sc01,t2405, 0.000033531192 ,,,,,
period1,sc01,t2406, 0.00019574377 ,,,,,
period1,sc01,t2407, 0.06075459816 ,,,,,
period1,sc01,t2408, 1.2335646012 ,,,,,
period1,sc01,t2409, 4.9709685264 ,,,,,
period1,sc01,t2410, 9.07207047 ,,,,,
period1,sc01,t2411, 11.747937864 ,,,,,
period1,sc01,t2412, 13.13676276 ,,,,,
period1,sc01,t2413, 13.935123006 ,,,,,
period1,sc01,t2414, 14.604899826 ,,,,,
period1,sc01,t2415, 14.278499808 ,,,,,
period1,sc01,t2416, 12.847543188 ,,,,,
period1,sc01,t2417, 9.730951836 ,,,,,
period1,sc01,t2418, 6.86210808 ,,,,,
period1,sc01,t2419, 3.4108275468 ,,,,,
period1,sc01,t2420, 0.45704101488 ,,,,,
period1,sc01,t2421, 0.000025039526 ,,,,,
period1,sc01,t2422, 0.000010233544 ,,,,,
period1,sc01,t2423, 0.000011322222 ,,,,,
period1,sc01,t2424, 0.00000653205 ,,,,,
period1,sc01,t2425, 0.000007185256 ,,,,,
period1,sc01,t2426, 0.000009362604 ,,,,,
period1,sc01,t2427, 0.000011757692 ,,,,,
period1,sc01,t2428, 0.000010233544 ,,,,,
period1,sc01,t2429, 0.000035055336 ,,,,,
period1,sc01,t2430, 0.000204017698 ,,,,,
period1,sc01,t2431, 0.08206214568 ,,,,,
period1,sc01,t2432, 2.1428586378 ,,,,,
period1,sc01,t2433, 7.949955702 ,,,,,
period1,sc01,t2434, 13.3245984 ,,,,,
period1,sc01,t2435, 17.510048706 ,,,,,
period1,sc01,t2436, 20.17246008 ,,,,,
period1,sc01,t2437, 20.833555806 ,,,,,
period1,sc01,t2438, 20.45866839 ,,,,,
period1,sc01,t2439, 18.949000554 ,,,,,
period1,sc01,t2440, 17.024619402 ,,,,,
period1,sc01,t2441, 14.132397444 ,,,,,
period1,sc01,t2442, 9.801929094 ,,,,,
period1,sc01,t2443, 4.6080020964 ,,,,,
period1,sc01,t2444, 0.55216726074 ,,,,,
period1,sc01,t2445, 0.00002438632 ,,,,,
period1,sc01,t2446, 0.000011104482 ,,,,,
period1,sc01,t2447, 0.000009144872 ,,,,,
period1,sc01,t2448, 0.000009144872 ,,,,,
period1,sc01,t2449, 0.000007620724 ,,,,,
period1,sc01,t2450, 0.000010233544 ,,,,,
period1,sc01,t2451, 0.000010886752 ,,,,,
period1,sc01,t2452, 0.000020684824 ,,,,,
period1,sc01,t2453, 0.000049861316 ,,,,,
period1,sc01,t2454, 0.000222525172 ,,,,,
period1,sc01,t2455, 0.10920281382 ,,,,,
period1,sc01,t2456, 2.4861962556 ,,,,,
period1,sc01,t2457, 8.50310931 ,,,,,
period1,sc01,t2458, 14.037813366 ,,,,,
period1,sc01,t2459, 18.086090616 ,,,,,
period1,sc01,t2460, 20.32732845 ,,,,,
period1,sc01,t2461, 21.37846596 ,,,,,
period1,sc01,t2462, 21.153378042 ,,,,,
period1,sc01,t2463, 20.367056382 ,,,,,
period1,sc01,t2464, 18.726643044 ,,,,,
period1,sc01,t2465, 15.951070434 ,,,,,
period1,sc01,t2466, 11.375872284 ,,,,,
period1,sc01,t2467, 5.2568567646 ,,,,,
period1,sc01,t2468, 0.6108903912 ,,,,,
period1,sc01,t2469, 0.00002961196 ,,,,,
period1,sc01,t2470, 0.000012410894 ,,,,,
period1,sc01,t2471, 0.000008273932 ,,,,,
period1,sc01,t2472, 0.00000522564 ,,,,,
period1,sc01,t2473, 0.000011539956 ,,,,,
period1,sc01,t2474, 0.000009144872 ,,,,,
period1,sc01,t2475, 0.00001219316 ,,,,,
period1,sc01,t2476, 0.00002046709 ,,,,,
period1,sc01,t2477, 0.000042458326 ,,,,,
period1,sc01,t2478, 0.000215339918 ,,,,,
period1,sc01,t2479, 0.1304058486 ,,,,,
period1,sc01,t2480, 2.4954652368 ,,,,,
period1,sc01,t2481, 7.511909892 ,,,,,
period1,sc01,t2482, 12.109023066 ,,,,,
period1,sc01,t2483, 15.751522842 ,,,,,
period1,sc01,t2484, 18.164122482 ,,,,,
period1,sc01,t2485, 18.461062944 ,,,,,
period1,sc01,t2486, 17.747567112 ,,,,,
period1,sc01,t2487, 16.482602946 ,,,,,
period1,sc01,t2488, 14.329456326 ,,,,,
period1,sc01,t2489, 11.66106813 ,,,,,
period1,sc01,t2490, 7.751361786 ,,,,,
period1,sc01,t2491, 3.4114415586 ,,,,,
period1,sc01,t2492, 0.41771807316 ,,,,,
period1,sc01,t2493, 0.00001916068 ,,,,,
period1,sc01,t2494, 0.000009798076 ,,,,,
period1,sc01,t2495, 0.000009362604 ,,,,,
period1,sc01,t2496, 0.000006749784 ,,,,,
period1,sc01,t2497, 0.00001219316 ,,,,,
period1,sc01,t2498, 0.000008491664 ,,,,,
period1,sc01,t2499, 0.000010886752 ,,,,,
period1,sc01,t2500, 0.0000087094 ,,,,,
period1,sc01,t2501, 0.000026563672 ,,,,,
period1,sc01,t2502, 0.000189647188 ,,,,,
period1,sc01,t2503, 0.0803703447 ,,,,,
period1,sc01,t2504, 0.8400477738 ,,,,,
period1,sc01,t2505, 3.1195111764 ,,,,,
period1,sc01,t2506, 6.104240028 ,,,,,
period1,sc01,t2507, 8.310779628 ,,,,,
period1,sc01,t2508, 9.24289011 ,,,,,
